name;country;html_url;download_url;raw_url
afrique-du-sud.png;Afrique du Sud;https://github.com/antoinemrn8/iut_sd2_webscraping_UBB_MAURIN_SANZ/blob/main/data/nationality/afrique-du-sud.png;https://raw.githubusercontent.com/antoinemrn8/iut_sd2_webscraping_UBB_MAURIN_SANZ/main/data/nationality/afrique-du-sud.png;https://raw.githubusercontent.com/antoinemrn8/iut_sd2_webscraping_UBB_MAURIN_SANZ/main/data/nationality/afrique-du-sud.png
australie.png;Australie;https://github.com/antoinemrn8/iut_sd2_webscraping_UBB_MAURIN_SANZ/blob/main/data/nationality/australie.png;https://raw.githubusercontent.com/antoinemrn8/iut_sd2_webscraping_UBB_MAURIN_SANZ/main/data/nationality/australie.png;https://raw.githubusercontent.com/antoinemrn8/iut_sd2_webscraping_UBB_MAURIN_SANZ/main/data/nationality/australie.png
ecosse.png;Ecosse;https://github.com/antoinemrn8/iut_sd2_webscraping_UBB_MAURIN_SANZ/blob/main/data/nationality/ecosse.png;https://raw.githubusercontent.com/antoinemrn8/iut_sd2_webscraping_UBB_MAURIN_SANZ/main/data/nationality/ecosse.png;https://raw.githubusercontent.com/antoinemrn8/iut_sd2_webscraping_UBB_MAURIN_SANZ/main/data/nationality/ecosse.png
france.png;France;https://github.com/antoinemrn8/iut_sd2_webscraping_UBB_MAURIN_SANZ/blob/main/data/nationality/france.png;https://raw.githubusercontent.com/antoinemrn8/iut_sd2_webscraping_UBB_MAURIN_SANZ/main/data/nationality/france.png;https://raw.githubusercontent.com/antoinemrn8/iut_sd2_webscraping_UBB_MAURIN_SANZ/main/data/nationality/france.png
irlande.png;Irlande;https://github.com/antoinemrn8/iut_sd2_webscraping_UBB_MAURIN_SANZ/blob/main/data/nationality/irlande.png;https://raw.githubusercontent.com/antoinemrn8/iut_sd2_webscraping_UBB_MAURIN_SANZ/main/data/nationality/irlande.png;https://raw.githubusercontent.com/antoinemrn8/iut_sd2_webscraping_UBB_MAURIN_SANZ/main/data/nationality/irlande.png
italie.png;Italie;https://github.com/antoinemrn8/iut_sd2_webscraping_UBB_MAURIN_SANZ/blob/main/data/nationality/italie.png;https://raw.githubusercontent.com/antoinemrn8/iut_sd2_webscraping_UBB_MAURIN_SANZ/main/data/nationality/italie.png;https://raw.githubusercontent.com/antoinemrn8/iut_sd2_webscraping_UBB_MAURIN_SANZ/main/data/nationality/italie.png
nouvelle-zelande.png;Nouvelle-Zélande;https://github.com/antoinemrn8/iut_sd2_webscraping_UBB_MAURIN_SANZ/blob/main/data/nationality/nouvelle-zelande.png;https://raw.githubusercontent.com/antoinemrn8/iut_sd2_webscraping_UBB_MAURIN_SANZ/main/data/nationality/nouvelle-zelande.png;https://raw.githubusercontent.com/antoinemrn8/iut_sd2_webscraping_UBB_MAURIN_SANZ/main/data/nationality/nouvelle-zelande.png
tonga.png;Tonga;https://github.com/antoinemrn8/iut_sd2_webscraping_UBB_MAURIN_SANZ/blob/main/data/nationality/tonga.png;https://raw.githubusercontent.com/antoinemrn8/iut_sd2_webscraping_UBB_MAURIN_SANZ/main/data/nationality/tonga.png;https://raw.githubusercontent.com/antoinemrn8/iut_sd2_webscraping_UBB_MAURIN_SANZ/main/data/nationality/tonga.png
